ROI_Index,Feature,EffectSize,AbsEffect,ROI_Name,Network,Fold
113,Spectral_Slope,-1.339301323799089,1.339301323799089,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,1
113,HFD,1.3278857797465031,1.3278857797465031,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,1
208,DFA,-1.2723877858196042,1.2723877858196042,Schaefer2018_17Networks_RH_VisCent_ExStr_9,VisCent,1
402,DFA,-1.2526179768774202,1.2526179768774202,FreeSurfer_Left-Putamen,Subcortical,1
207,DFA,-1.2296053315831224,1.2296053315831224,Schaefer2018_17Networks_RH_VisCent_ExStr_8,VisCent,1
141,DFA,-1.1910479076610268,1.1910479076610268,Schaefer2018_17Networks_LH_ContB_PFClv_3,ContB,1
113,DFA,-1.163559036749784,1.163559036749784,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,1
236,DFA,-1.1545482113932988,1.1545482113932988,Schaefer2018_17Networks_RH_SomMotA_14,SomMotA,1
351,DFA,-1.1335811865035559,1.1335811865035559,Schaefer2018_17Networks_RH_ContC_pCun_2,ContC,1
372,DFA,-1.1253534199704716,1.1253534199704716,Schaefer2018_17Networks_RH_DefaultA_PFCm_6,DefaultA,1
381,HFD,1.585971120841197,1.585971120841197,Schaefer2018_17Networks_RH_DefaultB_PFCv_1,DefaultB,2
433,DFA,-1.47554407026959,1.47554407026959,Buckner2011_17Networks_17,Buckner,2
381,DFA,-1.4734712058464656,1.4734712058464656,Schaefer2018_17Networks_RH_DefaultB_PFCv_1,DefaultB,2
113,DFA,-1.4551728510201671,1.4551728510201671,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,2
113,HFD,1.4470268915984479,1.4470268915984479,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,2
429,DFA,-1.367567778875933,1.367567778875933,Buckner2011_17Networks_13,Buckner,2
206,HFD,1.3553677253446639,1.3553677253446639,Schaefer2018_17Networks_RH_VisCent_Striate_1,VisCent,2
179,HFD,1.3514900382712085,1.3514900382712085,Schaefer2018_17Networks_LH_DefaultB_PFCd_6,DefaultB,2
206,DFA,-1.3321315651098247,1.3321315651098247,Schaefer2018_17Networks_RH_VisCent_Striate_1,VisCent,2
428,DFA,-1.3022704610885787,1.3022704610885787,Buckner2011_17Networks_12,Buckner,2
108,DFA,-1.3070648256973552,1.3070648256973552,Schaefer2018_17Networks_LH_Limbic_OFC_1,Limbic,3
100,HFD,1.292096291661535,1.292096291661535,Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_1,SalVentAttnB,3
141,DFA,-1.212799390446366,1.212799390446366,Schaefer2018_17Networks_LH_ContB_PFClv_3,ContB,3
140,DFA,-1.0965219831607735,1.0965219831607735,Schaefer2018_17Networks_LH_ContB_PFClv_2,ContB,3
110,DFA,-1.0040134734611899,1.0040134734611899,Schaefer2018_17Networks_LH_Limbic_OFC_3,Limbic,3
354,DFA,-0.9565519870136308,0.9565519870136308,Schaefer2018_17Networks_RH_ContC_pCun_5,ContC,3
140,HFD,0.9562965143491957,0.9562965143491957,Schaefer2018_17Networks_LH_ContB_PFClv_2,ContB,3
415,DFA,-0.9414803157195343,0.9414803157195343,FreeSurfer_Right-Accumbens-area,Subcortical,3
100,DFA,-0.9297416533600344,0.9297416533600344,Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_1,SalVentAttnB,3
111,Spectral_Slope,0.9108788058936939,0.9108788058936939,Schaefer2018_17Networks_LH_Limbic_OFC_4,Limbic,3
